keyword,url,html_url,IRRELEVANT,CONCERNS,CONCERNS2,CONCERNS3,repository_url,id,title,comments,comments_url,updated_at,created_at,closed_at,author_association,body,state,state_reason,score,user.login,user.id,user.type,reactions.total_count,reactions..1,reactions..1.1,reactions.laugh,reactions.hooray,reactions.confused,reactions.heart,reactions.rocket,reactions.eyes,pull_request.url,pull_request.html_url,pull_request.merged_at,pull_request.diff_url,pull_request.patch_url,,,,,,,,
GDPR,https://api.github.com/repos/alex216/ft_transcendence/issues/34,https://github.com/alex216/ft_transcendence/pull/34,NA,User rights functionality,,,https://api.github.com/repos/alex216/ft_transcendence,4184362492,feat: Stats Dashboard・GDPR Settings・レスポンシブ対応 (Milestone 6),0,https://api.github.com/repos/alex216/ft_transcendence/issues/34/comments,2026-04-07T10:02:05Z,2026-04-01T06:02:09Z,2026-04-06T02:50:02Z,COLLABORATOR,"## 概要
Milestone 6のフロントエンド実装（担当分）

## 変更内容
- Stats Dashboard: 勝率円グラフ・勝敗カウンター・試合履歴テーブル
- GDPR Settings: データエクスポート・アカウント削除（確認ダイアログ付き）
- All Devices: レスポンシブデザイン対応
- fix: Pongキャンバスのposition修正でスライダー重複を解消

## テスト
- Stats Dashboard: APIと接続確認済み（試合データなしの状態で0表示）
- GDPRエクスポート: JSONダウンロード動作確認済み
- レスポンシブ: Chrome DevTools の端末シミュレーションで以下を確認
  - iPhone XR
  - iPhone SE
  - iPad Pro
  - PC（デスクトップ）",closed,,1,tenpapa1988,165362992,User,0,0,0,0,0,0,0,0,0,https://api.github.com/repos/alex216/ft_transcendence/pulls/34,https://github.com/alex216/ft_transcendence/pull/34,2026-04-06T02:50:02Z,https://github.com/alex216/ft_transcendence/pull/34.diff,https://github.com/alex216/ft_transcendence/pull/34.patch,,,,,,,,
GDPR,https://api.github.com/repos/kuwa2005/music-waves-visualizer/issues/33,https://github.com/kuwa2005/music-waves-visualizer/issues/33,NA,Cookie preferences and management,,,https://api.github.com/repos/kuwa2005/music-waves-visualizer,4201142294,chore: Cookie 永続化・クリップ仕様・プライバシー/仕様ドキュメント同期,2,https://api.github.com/repos/kuwa2005/music-waves-visualizer/issues/33/comments,2026-04-03T15:53:18Z,2026-04-03T15:52:51Z,2026-04-03T15:52:58Z,OWNER,"## 概要
本 Issue は作業単位の整理用です（実装済み）。

## 実装内容
- **設定保存**: `lib/mwvCookieStorage.ts` による第一党 Cookie（分割保存）＋旧 LocalStorage からの移行
- **クリップ長**: 開始秒＋長さ秒でウィンドウ指定。プリセットは長さの目安入力のみ。長さ空欄＝メディア末尾まで
- **コード**: `pages/index.tsx`, `lib/Canvas.ts`, `lib/WebGLRenderer.ts`, `lib/subtitles.ts`, ロケール
- **ドキュメント**: README, SPECIFICATION, 仕様書, PRIVACY_POLICY, EU_GDPR_NOTICE, docs/BUILD.md, CHANGELOG

## 参照
- ブランチ: `feature/srt-subtitles`
- コミット: `632d2e9`",closed,completed,1,kuwa2005,17094347,User,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
GDPR,https://api.github.com/repos/marcusquinn/aidevops/issues/16647,https://github.com/marcusquinn/aidevops/pull/16647,NA,Design for law compliance,,,https://api.github.com/repos/marcusquinn/aidevops,4200648718,GH#16635: tighten cold-outreach.md prose for clarity and concision,7,https://api.github.com/repos/marcusquinn/aidevops/issues/16647/comments,2026-04-03T14:11:44Z,2026-04-03T13:52:01Z,2026-04-03T14:11:41Z,OWNER,"<!-- MERGE_SUMMARY -->
## What
Tightened prose in `.agents/services/outreach/cold-outreach.md` per simplification scan (GH#16635).

## Issue
Closes #16635

## Files Changed
- `.agents/services/outreach/cold-outreach.md` — 2 lines changed (prose tightening only)

## Changes
- Consolidated warmup formula and headroom note into a single sentence (removed redundant ""Add"" sentence)
- Replaced ambiguous `Plan:` label with precise `Formula:` for the mailbox calculation
- Clarified multi-mailbox rotation paragraph with cleaner sentence structure (semicolons → periods, ""no mailbox peaks at one hour/daypart"" → ""evenly across dayparts"")

## Testing
**Risk level:** Low — docs/agent prompt only, no code or logic changes.
**Runtime Testing:** `self-assessed` — agent behaviour unchanged; all content preserved, no rules removed.

## Content Preservation Verification
- All code blocks present: ✓ (`target_daily_volume / 100 = minimum active mailboxes`)
- All task ID references: ✓ (none in this file)
- All URLs: ✓ (none in this file)
- All compliance requirements: ✓ (CAN-SPAM, GDPR unchanged)
- All platform/infrastructure options: ✓ (tables unchanged)
- Line count: 70 → 70 (lateral improvement, not line reduction)

---
[aidevops.sh](https://aidevops.sh) v3.5.864 plugin for [OpenCode](https://opencode.ai) v1.3.13 with claude-sonnet-4-6",closed,,1,marcusquinn,6428977,User,0,0,0,0,0,0,0,0,0,https://api.github.com/repos/marcusquinn/aidevops/pulls/16647,https://github.com/marcusquinn/aidevops/pull/16647,2026-04-03T14:11:41Z,https://github.com/marcusquinn/aidevops/pull/16647.diff,https://github.com/marcusquinn/aidevops/pull/16647.patch,,,,,,,,
GDPR,https://api.github.com/repos/launchapp-dev/design-system/issues/302,https://github.com/launchapp-dev/design-system/pull/302,NA,Cookie preferences and management,,,https://api.github.com/repos/launchapp-dev/design-system,4205176588,feat(CookieConsent): full GDPR cookie consent system,2,https://api.github.com/repos/launchapp-dev/design-system/issues/302/comments,2026-04-05T01:29:54Z,2026-04-04T15:29:00Z,2026-04-05T01:29:54Z,CONTRIBUTOR,"## Summary

REQ-011: Complete rewrite of the CookieConsent component into a full GDPR/ePrivacy cookie consent system.

**New components:**
- **CookieBanner** — fixed bottom-of-page banner shown on first visit. Accept All / Reject All / Manage Preferences buttons.
- **CookiePreferences** — Radix Dialog modal with per-category toggle switches for granular control.
- **CookieConsentProvider** — context provider that handles persistent cookie storage (`la-cookie-consent` cookie, 1 year TTL) and exposes `onConsentChange` callback for DB sync.
- **useCookieConsent** — hook to check consent status (`hasConsented`, `hasConsent(category)`, `setShowPreferences`).
- **ConsentGate** — renders children only when consent is granted for a category, with optional fallback.
- **ConsentScript** — injects `<script>` tags only after consent is granted. Supports `afterInteractive` and `lazyOnload` strategies. Blocks analytics/marketing scripts until consent.

**Categories:** essential (required/always-on), functional, analytics, marketing.

**Accessibility (WCAG AA):**
- Banner: `role=""dialog""` with `aria-label`, `aria-live=""polite""`
- Preferences modal: Radix Dialog (focus trap, `aria-labelledby`)
- All switches: `aria-label` per category
- Keyboard: Tab, Space, Enter, Escape
- Required category badge: ""Always on""

## Template Integration

```tsx
// In root layout:
import { CookieConsentProvider, ConsentScript } from ""@launchapp/design-system"";

<CookieConsentProvider
  privacyPolicyUrl=""/privacy""
  onConsentChange={(prefs) => saveToDatabase(prefs)}
>
  <App />
  <ConsentScript category=""analytics"" src=""https://www.googletagmanager.com/gtag/js"" />
</CookieConsentProvider>

// In footer:
import { useCookieConsent } from ""@launchapp/design-system"";
const { setShowPreferences } = useCookieConsent();
<button onClick={() => setShowPreferences(true)}>Cookie Settings</button>
```

## Changes

- `src/components/CookieConsent/CookieConsent.tsx`: Full rewrite — 6 new exports
- `src/components/CookieConsent/index.ts`: Updated exports
- `src/components/CookieConsent/CookieConsent.test.tsx`: 30+ tests covering banner, preferences, provider, hook, ConsentGate, categories
- `src/components/CookieConsent/CookieConsent.stories.tsx`: 4 stories (Default, BannerOnly, PreferencesModal, CustomCategories)
- `src/index.ts`: Updated package exports

## Verification

- [x] `pnpm build` passes (DTS + ESM + CJS)
- [x] `pnpm lint` passes (0 errors)
- [x] `pnpm test` passes (202/202 tests)",closed,,1,Shooksie,12454073,User,0,0,0,0,0,0,0,0,0,https://api.github.com/repos/launchapp-dev/design-system/pulls/302,https://github.com/launchapp-dev/design-system/pull/302,,https://github.com/launchapp-dev/design-system/pull/302.diff,https://github.com/launchapp-dev/design-system/pull/302.patch,,,,,,,,
CCPA,https://api.github.com/repos/cbwinslow/nautalis/issues/47,https://github.com/cbwinslow/nautalis/issues/47,NA,Data visibility/anonymization,Logging functionality,User consent,https://api.github.com/repos/cbwinslow/nautalis,4202910597,Implement PII detection and redaction service,3,https://api.github.com/repos/cbwinslow/nautalis/issues/47/comments,2026-04-04T21:53:07Z,2026-04-04T01:38:32Z,2026-04-04T15:35:25Z,OWNER,"## Description

The design (RULES.md, SRS) requires PII detection and redaction to prevent sensitive personal information from being stored in memory. However, this is not implemented — currently, any text (including emails, phone numbers, SSNs, API keys) can be stored verbatim.

This is a **HIGH** priority security and compliance risk. Must be implemented before public release.

### Requirements

From RULES.md and SRS:
- Detect PII patterns (email addresses, phone numbers, SSNs, credit cards, API keys, secrets)
- Option to redact (replace with placeholder) or encrypt (store encrypted)
- Audit logging of PII detections
- User consent for PII handling (privacy policy acknowledgment)

### Implementation Approach

1. **PII Detection Service** (`src/security/pii-detection.ts`)
   - Regex patterns for common PII:
     - Email addresses (RFC 5322 pattern)
     - US/International phone numbers
     - Social Security Numbers (US)
     - Credit card numbers (Luhn algorithm)
     - API keys and secrets (generic high-entropy string detection)
   - Configurable sensitivity threshold
   - Return: spans of detected PII with type and confidence

2. **Integration into Memory Enrichment Pipeline**
   - Run PII detection on memory content before storage
   - If `config.pii.redact = true`: replace PII with `[REDACTED]`
   - If `config.pii.encrypt = true`: encrypt original content, store encrypted version separately
   - Always store audit log entry with:
     - Memory ID
     - PII types detected
     - Action taken (redacted/encrypted/none)
     - Detection timestamp

3. **Configuration** (in `config/pii.ts`)
   - `enabled: boolean` — turn PII detection on/off
   - `redact: boolean` — replace with placeholder
   - `encrypt: boolean` — encrypt original (if false, original stored plain unless redacted)
   - `patterns: string[]` — custom regex patterns
   - `audit: boolean` — log detections to audit table

4. **User Consent**
   - On first run, setup wizard should explain PII handling
   - Require explicit opt-in: ""I consent to PII detection and [redaction/encryption]""
   - Store consent in user settings or config

5. **Testing**
   - Create test suite with sample PII data
   - Verify detection accuracy (>95% recall, <5% false positives)
   - Test redaction/encryption correctness
   - Test audit logging

### Tasks

- [ ] Research and compile comprehensive PII regex patterns (consider using existing library like `pii-extract`?)
- [ ] Implement `PIIDetector` class with `detect(text): PIIMatch[]`
- [ ] Implement redaction logic (`redact(text, matches): string`)
- [ ] Implement encryption (if required) using configurable encryption key
- [ ] Integrate into `MemoryEnricher` pipeline (after classification, before storage)
- [ ] Create audit logging in `audit_log` table with PII detection event type
- [ ] Add PII configuration section to config loader
- [ ] Add PII consent flow to setup wizard (issue #46)
- [ ] Write unit tests for detector (test patterns)
- [ ] Write integration tests for enrichment with PII
- [ ] Create security test: verify PII not stored in plaintext if redaction enabled
- [ ] Document PII handling in security.md and user docs

### Acceptance Criteria

- PII detector identifies emails, phones, SSNs, credit cards with >95% accuracy on test set
- False positives <5% (avoid over-redaction that breaks legitimate content)
- Configuration controls allow turning detection on/off and choosing redaction vs encryption
- Audit log records every PII detection with memory ID and action taken
- User consent obtained during setup
- Memory content in database is redacted or encrypted according to config
- Security test confirms PII not exposed via API/CLI
- Documentation clearly explains PII handling to users

### Related

- Implements improvement suggestion IMP-009 from comprehensive review
- Addresses critical finding CF-010 (security policies not implemented)
- Related to #3 (RLS policies) for overall security posture
- Should be completed before public release (security review blocker)

### References

- GDPR, CCPA compliance considerations
- OWASP sensitive data exposure
- Review recommendation: ""Implement PII detection and redaction service immediately""",closed,completed,1,cbwinslow,8528478,User,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
CCPA,https://api.github.com/repos/makaronz/agent66/issues/96,https://github.com/makaronz/agent66/pull/96,NA,Data visibility/anonymization,Logging functionality,,https://api.github.com/repos/makaronz/agent66,4195931131,Update paper trading deployment to use live data,5,https://api.github.com/repos/makaronz/agent66/issues/96/comments,2026-04-05T13:47:27Z,2026-04-02T17:19:45Z,2026-04-05T13:47:26Z,OWNER,"## **User description**
## Summary
- switch the paper trading deployment toward live data inputs
- align the deployed path with the `codex/paper-trading-deployed-live-data` branch scope
- keep the change focused on paper-mode behavior rather than live execution

## Testing
- Not run (not requested)

<!-- This is an auto-generated description by cubic. -->
---
## Summary by cubic
Switches paper trading to consume live exchange data while keeping execution in paper mode by default. Ships a self-contained `smc_trading_agent.v1` bundle with market data, risk/guardrails, and testnet executors, plus lazy imports for faster cold starts.

- **New Features**
  - Live data in paper mode via adapters (Binance, Coinbase, Kraken, Bitstamp) and testnet executors for Binance/Bybit; market data provider exposed under `/api/v1/market-data`.
  - New `output/vercel-v1-bundle` with a FastAPI control plane (`smc_trading_agent.v1`): trading, signals, metrics, auth, projections, reconciliation, and circuit breaker/guardrails.
  - Paper-first safety: live execution off by default; gated by `AGENT66_ENABLE_V1_LIVE_EXECUTION` and per-venue flags (e.g., `AGENT66_BINANCE_LIVE_ENABLED`), plus approval file support.
  - Faster serverless boot: lazy exports in `execution/__init__.py` and `execution/executors/__init__.py`; hardened API bootstrap with optional traceback via `AGENT66_DEBUG_BOOTSTRAP`.
  - Repo hygiene for Vercel: ignore `output/` and caches; add `aiohttp` to `api/requirements.txt`; remove old `output/playwright/*` assets.

- **Migration**
  - No action needed for paper mode; deploy includes the new bundle under `output/vercel-v1-bundle`.
  - To canary live behavior, set `AGENT66_ENABLE_V1_LIVE_EXECUTION=true` (and venue flags like `AGENT66_BINANCE_LIVE_ENABLED=true`), then add API keys via `/api/v1/api-keys`.
  - For startup debugging, set `AGENT66_DEBUG_BOOTSTRAP=1`.

<sup>Written for commit aff28a862fb502cb5ff56146e25df332b5cc85c3. Summary will update on new commits.</sup>

<!-- End of auto-generated description by cubic. -->


___

## **CodeAnt-AI Description**
**Move paper trading to the canonical v1 data path and live market feeds**

### What Changed
- Paper trading now reads account, position, trade, and budget data from the canonical v1 service instead of local saved state.
- Trade entry uses the new v1 execution path and updates balances, open positions, and history from canonical snapshots after each trade.
- Manual trade closing is no longer available in the v1 paper flow, so users cannot close positions from the old local path.
- Market data and signals now come from live exchange-backed v1 endpoints, and the trading view uses that data for prices and charts.
- New v1 read endpoints expose paper account, open positions, and fill history for a consistent trading view.

### Impact
`✅ Consistent paper balances across refreshes`
`✅ Live market prices in charts and trade panels`
`✅ Fewer mismatched paper positions`
`✅ Clearer paper trading history and account views`
<details>
<summary><strong>💡 Usage Guide</strong></summary>

### Checking Your Pull Request
Every time you make a pull request, our system automatically looks through it. We check for security issues, mistakes in how you're setting up your infrastructure, and common code problems. We do this to make sure your changes are solid and won't cause any trouble later.

### Talking to CodeAnt AI
Got a question or need a hand with something in your pull request? You can easily get in touch with CodeAnt AI right here. Just type the following in a comment on your pull request, and replace ""Your question here"" with whatever you want to ask:
<pre>
<code>@codeant-ai ask: Your question here</code>
</pre>
This lets you have a chat with CodeAnt AI about your pull request, making it easier to understand and improve your code.

#### Example
<pre>
<code>@codeant-ai ask: Can you suggest a safer alternative to storing this secret?</code>
</pre>

### Preserve Org Learnings with CodeAnt
You can record team preferences so CodeAnt AI applies them in future reviews. Reply directly to the specific CodeAnt AI suggestion (in the same thread) and replace ""Your feedback here"" with your input:
<pre>
<code>@codeant-ai: Your feedback here</code>
</pre>
This helps CodeAnt AI learn and adapt to your team's coding style and standards.

#### Example
<pre>
<code>@codeant-ai: Do not flag unused imports.</code>
</pre>

### Retrigger review
Ask CodeAnt AI to review the PR again, by typing:
<pre>
<code>@codeant-ai: review</code>
</pre>

### Check Your Repository Health
To analyze the health of your code repository, visit our dashboard at [https://app.codeant.ai](https://app.codeant.ai). This tool helps you identify potential issues and areas for improvement in your codebase, ensuring your repository maintains high standards of code health.

</details>",closed,,1,makaronz,48864260,User,2,0,0,0,1,0,0,0,1,https://api.github.com/repos/makaronz/agent66/pulls/96,https://github.com/makaronz/agent66/pull/96,2026-04-05T13:47:26Z,https://github.com/makaronz/agent66/pull/96.diff,https://github.com/makaronz/agent66/pull/96.patch,,,,,,,,
GDPR,https://api.github.com/repos/Owen0812/unibudget-frontend/issues/1,https://github.com/Owen0812/unibudget-frontend/pull/1,NA,User consent,,,https://api.github.com/repos/Owen0812/unibudget-frontend,4205414940,feat: implement GitHub OAuth 2.0 login with GDPR consent flow,1,https://api.github.com/repos/Owen0812/unibudget-frontend/issues/1/comments,2026-04-04T17:29:08Z,2026-04-04T17:29:02Z,2026-04-04T17:29:10Z,OWNER,,closed,,1,Owen0812,234486780,User,0,0,0,0,0,0,0,0,0,https://api.github.com/repos/Owen0812/unibudget-frontend/pulls/1,https://github.com/Owen0812/unibudget-frontend/pull/1,2026-04-04T17:29:10Z,https://github.com/Owen0812/unibudget-frontend/pull/1.diff,https://github.com/Owen0812/unibudget-frontend/pull/1.patch,,,,,,,,
GDPR,https://api.github.com/repos/unified-ui/unifiedui/issues/34,https://github.com/unified-ui/unifiedui/issues/34,NA,Logging functionality,,,https://api.github.com/repos/unified-ui/unifiedui,4205911859,[Feature] Admin Audit Log for Compliance & Activity Tracking,0,https://api.github.com/repos/unified-ui/unifiedui/issues/34/comments,2026-05-05T15:48:14Z,2026-04-04T22:14:22Z,2026-05-05T15:48:14Z,CONTRIBUTOR,"## Summary
Implement a comprehensive audit logging system that tracks all administrative and user actions across the platform for compliance, debugging, and security purposes.

## Motivation
For enterprise readiness (v1.0.0), organizations need visibility into who did what and when. This is critical for:
- **Compliance:** SOC2, ISO 27001, GDPR accountability
- **Security:** Detecting unauthorized changes or suspicious patterns
- **Debugging:** Understanding what led to a broken configuration
- **Accountability:** Clear ownership of changes in multi-user tenants

## Proposal
Create an audit log system with the following components:

### Events to Track
| Category | Events |
|----------|--------|
| **Agents** | Create, Update, Delete, Member added/removed |
| **Workflows** | Create, Update, Delete, Execution triggered, Member added/removed |
| **Credentials** | Create, Update, Delete (not the secret values!) |
| **Tools** | Create, Update, Delete |
| **Tags** | Create, Update, Delete |
| **Principals** | Create, Update, Delete, Role changed |
| **Custom Groups** | Create, Update, Delete, Member added/removed |
| **AI Models** | Create, Update, Delete |
| **External Apps** | Create, Update, Delete |
| **Tenant Settings** | Any setting changed |

### Data Model
```
AuditLogEntry:
- id: UUID
- tenant_id: UUID
- timestamp: datetime
- actor_id: UUID (principal who performed action)
- actor_email: str (denormalized for display)
- action: Enum (CREATE, UPDATE, DELETE, MEMBER_ADD, MEMBER_REMOVE, etc.)
- resource_type: Enum (CHAT_AGENT, WORKFLOW, CREDENTIAL, etc.)
- resource_id: UUID
- resource_name: str (denormalized for display)
- changes: JSON (optional: before/after diff for updates)
- ip_address: str (optional)
- user_agent: str (optional)
```

### Frontend
- New ""Audit Log"" page in Admin section
- Filterable by: Date range, Actor, Resource type, Action
- Searchable by resource name
- Paginated list with infinite scroll
- Detail view showing full change diff

### Retention
- Default: 90 days (configurable per tenant)
- Auto-cleanup via background job

## Acceptance Criteria
- [ ] AuditLog model and migrations created (Platform Service)
- [ ] Audit events emitted for all tracked resources
- [ ] Audit Log API endpoint with filtering/pagination
- [ ] Admin Audit Log page in Frontend
- [ ] Retention policy with configurable duration
- [ ] Export as CSV/JSON

## Technical Notes
- Consider using a decorator/middleware pattern to minimize code duplication
- Store in PostgreSQL (same DB) or separate timeseries/log store?
- For high-volume tenants: consider async logging via queue

## Parent Issue
- #35 Admin Portal - Unified Administration Hub

## Related Issues
- #22 Admin Dashboard: AI Observability, Token Analytics & User Feedback",closed,not_planned,1,enricogoerlitz,81803968,User,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
GDPR,https://api.github.com/repos/multisportplanner/sport-zen-organiser/issues/4,https://github.com/multisportplanner/sport-zen-organiser/pull/4,NA,User consent,,,https://api.github.com/repos/multisportplanner/sport-zen-organiser,4201769471,Fix RGPD consent propagation to Brevo for homepage form,1,https://api.github.com/repos/multisportplanner/sport-zen-organiser/issues/4/comments,2026-04-03T18:49:10Z,2026-04-03T18:47:57Z,2026-04-03T18:49:10Z,CONTRIBUTOR,"### Motivation
- Garantir que le consentement RGPD coché depuis le formulaire d'accueil remonte correctement dans Brevo et s'affiche comme `Oui` quand applicable.
- Accepter plusieurs variantes de clé/valeur (`gdpr` / `rgpd`, `true`/`oui`/`1`/etc.) pour éviter les cas où le consentement n'était pas détecté.

### Description
- Ajout d'une fonction utilitaire `isAffirmative` dans `api/brevo-contact.ts` pour normaliser plusieurs représentations de vérité (`true`, `1`, `yes`, `oui`, `on`).
- Remplacement du calcul précédent de `rgpdConsent` par `isAffirmative(payload.gdpr ?? payload.rgpd) ? ""Oui"" : ""Non""` dans `api/brevo-contact.ts`.
- Envoi explicite de `rgpd: gdpr` depuis le formulaire d'accueil dans `src/components/landing/WaitlistForm.tsx` pour garantir la compatibilité avec les mappings Brevo/Make.

### Testing
- Tentative de build via `npm run build` réalisée et échouée dans cet environnement car `vite` n'est pas disponible dans le PATH / les dépendances natives ne sont pas installées, donc le build n'a pas pu être validé.

------
[Codex Task](https://chatgpt.com/codex/tasks/task_e_69d00ac32bc483328483dd7d99ef85cd)",closed,,1,claireautie,257731920,User,0,0,0,0,0,0,0,0,0,https://api.github.com/repos/multisportplanner/sport-zen-organiser/pulls/4,https://github.com/multisportplanner/sport-zen-organiser/pull/4,2026-04-03T18:49:10Z,https://github.com/multisportplanner/sport-zen-organiser/pull/4.diff,https://github.com/multisportplanner/sport-zen-organiser/pull/4.patch,,,,,,,,
GDPR,https://api.github.com/repos/nissimbuchs/BATbern2/issues/612,https://github.com/nissimbuchs/BATbern2/pull/612,NA,"Other security (encryption, etc.) ",,,https://api.github.com/repos/nissimbuchs/BATbern2,4204951048,feat(speakers): Story 10.30 — speaker drawer redesign with tabbed layout,10,https://api.github.com/repos/nissimbuchs/BATbern2/issues/612/comments,2026-04-05T17:53:51Z,2026-04-04T13:33:50Z,2026-04-05T17:53:50Z,OWNER,"## Summary

- Replace 3 monolithic drawers (1,713 lines) with a single `SpeakerDetailDrawer` containing Overview / Details / Activity tabs
- Inline organizer assignment via `AssignedOrganizerField` + `PATCH /api/v1/events/{eventCode}/speakers/pool/{speakerId}`
- Content submission and quality review rendered as in-drawer sub-views (no second drawer)
- Mobile UX: full-width drawer, scrollable tabs, sticky action footer
- Default tab selection driven by speaker workflow state (AC2)
- All 11 `data-testid` attributes preserved for Playwright E2E tests
- 29 new unit tests added in code review pass (getDefaultTab, AssignedOrganizerField, ActivityTabPanel)

Also includes:
- Story 10.29: SES bounce processing & newsletter list hygiene
- Newsletter test mode (organizer-only sends)
- iCal attachments in newsletter
- Email forwarder typo fix
- Speaker kanban organizer chip + status i18n

## Test plan

- [ ] `npm run build` passes with zero TypeScript errors
- [ ] 4,669 frontend unit tests pass (0 failures)
- [ ] All 11 `data-testid` attributes present in new `SpeakerDrawer/` components
- [ ] Speaker drawer opens with correct default tab per workflow status
- [ ] Organizer assignment PATCH persists and updates display
- [ ] Content submission sub-view accessible from Overview tab (ACCEPTED speaker)
- [ ] Quality review sub-view accessible from Overview tab (CONTENT_SUBMITTED speaker)
- [ ] Back button returns to tabbed view from both sub-views
- [ ] Mobile: drawer is full-width, tabs scroll, action footer is sticky

🤖 Generated with [Claude Code](https://claude.com/claude-code)",closed,,1,nissimbuchs,44118061,User,0,0,0,0,0,0,0,0,0,https://api.github.com/repos/nissimbuchs/BATbern2/pulls/612,https://github.com/nissimbuchs/BATbern2/pull/612,2026-04-05T17:53:50Z,https://github.com/nissimbuchs/BATbern2/pull/612.diff,https://github.com/nissimbuchs/BATbern2/pull/612.patch,,,,,,,,
GDPR,https://api.github.com/repos/JetBrains/hexana/issues/80,https://github.com/JetBrains/hexana/issues/80,NA,Logging functionality,Data visibility/anonymization,,https://api.github.com/repos/JetBrains/hexana,4206985661,Investigate an exception in WitFoldingBuilder,1,https://api.github.com/repos/JetBrains/hexana/issues/80/comments,2026-04-05T11:43:23Z,2026-04-05T08:42:54Z,2026-04-05T11:43:23Z,COLLABORATOR,"We got the following report:
```
java.lang.AssertionError: The message has stripped due to GDPR
	at com.intellij.lang.folding.FoldingDescriptor.<init>(FoldingDescriptor.java:182)
	at com.intellij.lang.folding.FoldingDescriptor.<init>(FoldingDescriptor.java:106)
	at com.intellij.lang.folding.FoldingDescriptor.<init>(FoldingDescriptor.java:87)
	at com.intellij.lang.folding.FoldingDescriptor.<init>(FoldingDescriptor.java:72)
	at com.intellij.lang.folding.FoldingDescriptor.<init>(FoldingDescriptor.java:55)
	at org.jetbrains.hexana.wit.WitFoldingBuilder$Companion.collectDescriptorsRecursively(WitFoldingProvider.kt:64)
	at org.jetbrains.hexana.wit.WitFoldingBuilder$Companion.collectDescriptorsRecursively(WitFoldingProvider.kt:77)
	at org.jetbrains.hexana.wit.WitFoldingBuilder$Companion.access$collectDescriptorsRecursively(WitFoldingProvider.kt:38)
	at org.jetbrains.hexana.wit.WitFoldingBuilder.buildFoldRegions(WitFoldingProvider.kt:19)
	at com.intellij.lang.folding.LanguageFolding.buildFoldingDescriptorsNoPlaceholderCaching(LanguageFolding.java:99)
	at com.intellij.lang.folding.CompositeFoldingBuilder.buildFoldRegions(CompositeFoldingBuilder.java:41)
	at com.intellij.lang.folding.LanguageFolding.buildFoldingDescriptorsNoPlaceholderCaching(LanguageFolding.java:92)
	at com.intellij.lang.folding.LanguageFolding.buildFoldingDescriptors(LanguageFolding.java:74)
	at com.intellij.codeInsight.folding.impl.FoldingUpdate.getFoldingsFor(FoldingUpdate.java:275)
	at com.intellij.codeInsight.folding.impl.FoldingUpdate.getFoldingsFor(FoldingUpdate.java:243)
	at com.intellij.codeInsight.folding.impl.FoldingUpdate.getUpdateResult(FoldingUpdate.java:91)
	at com.intellij.codeInsight.folding.impl.FoldingUpdate.lambda$updateFoldRegions$0(FoldingUpdate.java:80)
	...folded fragment: Computing psi cached value via CVMImpl
	at com.intellij.codeInsight.folding.impl.FoldingUpdate.updateFoldRegions(FoldingUpdate.java:77)
	at com.intellij.codeInsight.folding.impl.CodeFoldingManagerImpl.updateFoldRegions(CodeFoldingManagerImpl.java:314)
	at com.intellij.codeInsight.folding.impl.CodeFoldingManagerImpl.updateFoldRegionsAsync(CodeFoldingManagerImpl.java:301)
	at com.intellij.codeInsight.folding.impl.CodeFoldingPass.doCollectInformation(CodeFoldingPass.java:31)
	at com.intellij.codeHighlighting.TextEditorHighlightingPass.collectInformation(TextEditorHighlightingPass.java:71)
	...folded fragment: PassExcecutorService run
```",closed,completed,1,zhuravlikjb,4499495,User,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
GDPR,https://api.github.com/repos/widgrensit/asobi/issues/52,https://github.com/widgrensit/asobi/pull/52,NA,General law compliance,,,https://api.github.com/repos/widgrensit/asobi,4207065946,fix: security hardening from audit findings,0,https://api.github.com/repos/widgrensit/asobi/issues/52/comments,2026-04-05T09:41:50Z,2026-04-05T09:24:57Z,2026-04-05T09:41:49Z,CONTRIBUTOR,"## Summary

Address security audit findings (S2-S6, S10, S11) from the 2026-04-03 audit.

## Changes

| Finding | Fix |
|---------|-----|
| S2: Hardcoded cookie | Removed `ERLANG_COOKIE` default from Dockerfile |
| S3: Crash dumps | Added `rebar3.crashdump` to .dockerignore |
| S4: CORS wildcard | Default changed from `*` to empty — must configure per env |
| S5: WS no rate limiting | Added 60 msg/sec per-connection token bucket |
| S6: No input validation | Added payload size limit (64KB), type validation |
| S10: No audit/sbom | Enabled SBOM + SBOM scan in CI |
| S11: No security headers | Added plugin with HSTS, X-Frame-Options, CSP, etc. |

## Remaining audit items (not in this PR)

| Finding | Status |
|---------|--------|
| S1: Container runs as root | Already fixed (Dockerfile has USER asobi) |
| S8: XSS in ui.ts | Arena frontend, not asobi backend |
| G1-G8: GDPR items | Deferred until SaaS launch |

## Test plan

- [x] All 141 tests pass
- [x] `rebar3 fmt --check` clean
- [x] `rebar3 xref` clean",closed,,1,Taure,216711,User,0,0,0,0,0,0,0,0,0,https://api.github.com/repos/widgrensit/asobi/pulls/52,https://github.com/widgrensit/asobi/pull/52,2026-04-05T09:41:49Z,https://github.com/widgrensit/asobi/pull/52.diff,https://github.com/widgrensit/asobi/pull/52.patch,,,,,,,,
